"","encoding","file","scenario","size","anomaly","impact","overlapping.F1.mean","overlapping.F1.sd","overlapping.F1v.mean","overlapping.F1v.sd","overlapping.F2.mean","overlapping.F2.sd","overlapping.F3.mean","overlapping.F3.sd","overlapping.F4.mean","overlapping.F4.sd","neighborhood.N1","neighborhood.N2.mean","neighborhood.N2.sd","neighborhood.N3.mean","neighborhood.N3.sd","neighborhood.N4.mean","neighborhood.N4.sd","neighborhood.T1.mean","neighborhood.T1.sd","neighborhood.LSC","linearity.L1.mean","linearity.L1.sd","linearity.L2.mean","linearity.L2.sd","linearity.L3.mean","linearity.L3.sd","dimensionality.T2","dimensionality.T3","dimensionality.T4","balance.C1","balance.C2","network.Density","network.ClsCoef","network.Hubs.mean","network.Hubs.sd"
"1412","fasttext","scenario1_1000_insert_0.1.csv","scenario1","1000","insert","0.1","0.873642610414679","0.15524816898954","0.00746162295800453",NA,"0",NA,"0",NA,"0",NA,"0.012","0.0329578228726666","0.1033571206296","0.001","0.0316227766016838","0","0","0.0769230769230769","0.0899624565568526","0.820665","0",NA,"0",NA,"0",NA,"0.05","0.006","0.12","0.4496822131225","0.79470441331032","0.844058058058058","0.21083866529584","0.82527136439384","0.329518814075002"
"1510","fasttext","scenario1_1000_insert_0.15.csv","scenario1","1000","insert","0.15","0.813073243600662","0.203711118197865","0.0121092442666024",NA,"0",NA,"0",NA,"0",NA,"0.012","0.0434861803848894","0.106930072339075","0","0","0","0","0.0454545454545455","0.072726314928758","0.842541","0",NA,"0",NA,"0",NA,"0.05","0.006","0.12","0.594619344095012","0.672810668478723","0.842980980980981","0.169640204225996","0.928906259105494","0.184744459247483"
"1612","fasttext","scenario1_1000_insert_0.2.csv","scenario1","1000","insert","0.2","0.8019971952576","0.189842308084463","0.0330815314860476",NA,"5.68875767613741e-20",NA,"0.247",NA,"0",NA,"0.014","0.0703631970587755","0.12889627912535","0","0","0","0","0.0666666666666667","0.0821676567118949","0.85621","0",NA,"0",NA,"0",NA,"0.05","0.007","0.14","0.78320443028289","0.443768694228561","0.850530530530531","0.154573125794808","0.889592100272691","0.232825501134737"
"1710","fasttext","scenario1_1000_late_0.05.csv","scenario1","1000","late","0.05","0.999492230648537","0.000644370405240429","0.897357578310214",NA,"0.999989684599044",NA,"0.955",NA,"0.744",NA,"0.163","0.133782928135479","0.209484589312371","0.063","0.243084532807191","0.207","0.40535825551642","0.00366530612244898","0.00915408963117453","0.97592","0.0583769509592084",NA,"0.0620000000000001",NA,"0.05",NA,"0.05","0.005","0.1","0.335333535878678","0.868378884855288","0.844436436436437","0.231249243337222","0.833976736169889","0.3099920789899"
"1811","fasttext","scenario1_1000_late_0.1.csv","scenario1","1000","late","0.1","0.999617740124375","0.000394705875242119","0.941980119996957",NA,"0.999994532201811",NA,"0.983",NA,"0.932",NA,"0.295","0.176882719517132","0.241185961291336","0.097","0.296105857217784","0.288","0.45305767983918","0.00221276595744681","0.00488889318718917","0.988882","0.0966608331238153",NA,"0.107",NA,"0.106",NA,"0.05","0.004","0.08","0.490800203063912","0.763750188528096","0.861067067067067","0.25114713581983","0.837877693192697","0.315371986423001"
"199","fasttext","scenario1_1000_late_0.15.csv","scenario1","1000","late","0.15","0.999123665841515","0.000818727404663391","0.961973205336154",NA,"0.999992446798021",NA,"0.987",NA,"0.934",NA,"0.394","0.204457858508535","0.26608515177825","0.146","0.353282901948012","0.427","0.494889801790172","0.00192540792540793","0.00470722576729963","0.990003","0.130430444837049",NA,"0.15",NA,"0.147",NA,"0.05","0.005","0.1","0.6098403047164","0.657718120805369","0.867951951951952","0.234693365102128","0.842669501506077","0.317603258778654"
"202","fasttext","scenario1_1000_late_0.2.csv","scenario1","1000","late","0.2","0.998719624618141","0.00146963367563041","0.94937501144323",NA,"0.999991725426598",NA,"0.99",NA,"0.925",NA,"0.389","0.223003316442303","0.276497050209839","0.172","0.377569276502417","0.443","0.496988931464271","0.00218382352941176","0.00468182046201694","0.984743","0.17151166320232",NA,"0.207",NA,"0.199",NA,"0.05","0.004","0.08","0.735709079286472","0.511235704140849","0.878760760760761","0.212826751396791","0.855785120124412","0.30236881605715"
"212","fasttext","scenario1_1000_rework_0.05.csv","scenario1","1000","rework","0.05","0.996452252764403","0.00444569171459822","0.00994893856952094",NA,"1.31254847888714e-12",NA,"0.926",NA,"0",NA,"0.053","0.0161607653829716","0.0897307408013818","0.02","0.140070052543788","0.006","0.0772655807586403","0.0238095238095238","0.063886804658895","0.808831","0.00607305507531097",NA,"0.003",NA,"0.005",NA,"0.05","0.005","0.1","0.264765033935681","0.905967944860784","0.837533533533534","0.212179428175633","0.822165365961675","0.334777964185524"
"222","fasttext","scenario1_1000_rework_0.1.csv","scenario1","1000","rework","0.1","0.995825869615299","0.00533482085103855","0.0204940075692247",NA,"6.9007889324389e-15",NA,"0.943",NA,"0.005",NA,"0.051","0.0283443758921635","0.110655657707865","0.013","0.113330683593826","0.021","0.143455845400526","0.0136986301369863","0.0466272705528484","0.829602","0",NA,"0",NA,"0",NA,"0.05","0.006","0.12","0.468995593589281","0.780487804878049","0.846398398398398","0.20109605264134","0.837021454088903","0.320371581404271"
"231","fasttext","scenario1_1000_rework_0.15.csv","scenario1","1000","rework","0.15","0.994983788344635","0.00629130744795452","0.030528193767184",NA,"6.90577655626847e-16",NA,"0.92",NA,"0.012",NA,"0.044","0.0334261778050051","0.118307307339345","0.012","0.108939744206914","0.017","0.129335717138491","0.0108695652173913","0.03937903089887","0.847604","0.000855889124365961",NA,"0.001",NA,"0",NA,"0.05","0.007","0.14","0.584238811642856","0.682824025289779","0.852288288288288","0.169051498319281","0.836361716120783","0.323374570493519"
"242","fasttext","scenario1_1000_rework_0.2.csv","scenario1","1000","rework","0.2","0.994731718461113","0.00821565485843737","0.0397485221742501",NA,"8.48065550343329e-15",NA,"0.893",NA,"0",NA,"0.062","0.0286539473719055","0.111572373598105","0.011","0.104354635210372","0.069","0.253580960056751","0.0106382978723404","0.0350952164322497","0.87428","0.00199764436504768",NA,"0.004",NA,"0.004",NA,"0.05","0.008","0.16","0.741482739931274","0.50344208320862","0.867445445445445","0.137950071605374","0.840810050835796","0.31911965444257"
"251","fasttext","scenario1_1000_skip_0.05.csv","scenario1","1000","skip","0.05","0.996142770350727","0.00425300757374739","0.0135962929470847",NA,"3.94148880490601e-16",NA,"0.969",NA,"0",NA,"0.055","0.0190324595022471","0.0968474971663754","0.019","0.136593036636783","0.027","0.162164414398774","0.0232558139534884","0.0631841952146021","0.80395","0.000281422576778545",NA,"0.001",NA,"0",NA,"0.05","0.006","0.12","0.290629793328508","0.892827960965543","0.83416016016016","0.211274184438515","0.837539981480279","0.313149222397632"
"262","fasttext","scenario1_1000_skip_0.1.csv","scenario1","1000","skip","0.1","0.992215195374185","0.00949705926637256","0.0309538403305594",NA,"1.86303650884792e-19",NA,"0.919",NA,"0",NA,"0.072","0.021876294004568","0.0985140125946601","0.013","0.113330683593826","0.034","0.181319819316248","0.0163934426229508","0.0499086761624084","0.83404","0",NA,"0",NA,"0",NA,"0.05","0.008","0.16","0.484647739731445","0.768548734683825","0.844164164164164","0.189319089420702","0.817330095131519","0.353420306903763"
"271","fasttext","scenario1_1000_skip_0.15.csv","scenario1","1000","skip","0.15","0.994943153892254","0.0102458994371924","0.0598999088697469",NA,"1.36507821790118e-19",NA,"0.917",NA,"0",NA,"0.085","0.0278242672952619","0.108435448805435","0.013","0.113330683593826","0.042","0.200689502157627","0.0140845070422535","0.042409145401459","0.859689","0.0011649088577762",NA,"0.001",NA,"0",NA,"0.05","0.009","0.18","0.639072792754721","0.627293792073445","0.857315315315315","0.163223469284237","0.836824914616869","0.313051331114236"
"282","fasttext","scenario1_1000_skip_0.2.csv","scenario1","1000","skip","0.2","0.993723179066399","0.00778376372107716","0.0736719646323586",NA,"2.55677700942012e-20",NA,"0.894",NA,"0",NA,"0.096","0.0307674334996764","0.115169921446058","0.02","0.140070052543788","0.055","0.228094337998616","0.0113636363636364","0.0387660776637187","0.857378","0.00116448702774874",NA,"0.001",NA,"0.001",NA,"0.05","0.01","0.2","0.707705211804179","0.547562955883677","0.868934934934935","0.195293090316352","0.860065875522356","0.306241202027314"
"29","fasttext","scenario2_1000_all_0.05.csv","scenario2","1000","all","0.05","0.987924274959685","0.00911751057674115","0.125768517264241","0.145226587530913","2.71686243583756e-09","7.38605425752073e-09","0.452174109418574","0.200442564073005","0.0133268230244247","0.0605950306175848","0.132","0.159500836448295","0.263649468436055","0.084","0.277526613176144","0.046","0.209589904165081","0.00581395348837209","0.0142607395688462","0.978587","0.00162443478971771","0.00422400292414569","0.00164423885683899","0.00427930565066686","0.00114675200431503","0.00292231480593622","0.05","0.012","0.24","0.16131488524265","0.931022456434196","0.844288288288288","0.576177760243788","0.507309472211264","0.143247922575091"
"301","fasttext","scenario2_1000_all_0.1.csv","scenario2","1000","all","0.1","0.966344698199491","0.0416507714824824","0.122670029658183","0.197749339964932","5.28168146530698e-07","1.30516964484056e-06","0.581356780666038","0.244975100219939","0.00616112665802107","0.0272395857269222","0.241","0.199590436968342","0.301104992624879","0.16","0.366789496216201","0.089","0.284886223184204","0.00404858299595142","0.00814937201532118","0.987685","0.0230448492065079","0.0495480656168661","0.0294722796081626","0.0632430213469143","0.0272602655734019","0.0655984785166861","0.05","0.013","0.26","0.273347501721995","0.86060327743941","0.856634634634635","0.581678194920079","0.52913613153133","0.184031522652773"
"31","fasttext","scenario2_1000_all_0.15.csv","scenario2","1000","all","0.15","0.961516677888803","0.0667519769914676","0.158181206951296","0.246444458121339","2.02540774141749e-06","6.01441768718262e-06","0.546339398810976","0.337026112324276","0.00709167407881192","0.0220607350772504","0.277","0.23415343318198","0.314305076059702","0.186","0.389301368550838","0.07","0.255274685711618","0.00334448160535117","0.00755194947822351","0.988849","0.0409781039870663","0.060311646767238","0.0448537116058756","0.075115874932968","0.0348464300120497","0.0638262289797362","0.05","0.013","0.26","0.317982846707603","0.827612483786978","0.862134134134134","0.584703036960687","0.524554744131813","0.201660716985655"
"321","fasttext","scenario2_1000_all_0.2.csv","scenario2","1000","all","0.2","0.960930842902295","0.0399270909405844","0.178208740020052","0.286430053545082","1.04349628549106e-05","2.53247655052631e-05","0.672427193224107","0.236845398502405","0.00895980105133398","0.0240278164124702","0.391","0.298537671492165","0.340428793904215","0.272","0.4452125494797","0.118","0.322769546550136","0.00246305418719212","0.0044905788383269","0.99324","0.0445396720441229","0.070215946455092","0.0537353402427327","0.0855288073727034","0.0530367335921433","0.0980813704695186","0.05","0.014","0.28","0.416962836571232","0.743079850308045","0.877397397397397","0.546823279128503","0.596635736271104","0.20780913082375"
"33","fasttext","scenario2_1000_attribute_0.05.csv","scenario2","1000","attribute","0.05","0.998799461901155","0.00158677118467371","0.749658211293505",NA,"5.68290745942561e-05",NA,"0.848",NA,"0.175",NA,"0.159","0.175365349917374","0.27695164074382","0.104","0.305413289293831","0.054","0.226130792098589","0.00520833333333333","0.0134914490403247","0.98299","0.0503326536816049",NA,"0.053",NA,"0.047",NA,"0.05","0.012","0.24","0.299006577721677","0.888417083695524","0.851233233233233","0.565661316042048","0.408309923537184","0.167981630623748"
"341","fasttext","scenario2_1000_attribute_0.1.csv","scenario2","1000","attribute","0.1","0.999511913200449","0.00061230701659229","0.941897507025066",NA,"0.00317137831782131",NA,"0.962",NA,"0.484",NA,"0.286","0.26705548175894","0.347766536160588","0.201","0.400948574956639","0.112","0.315524255098646","0.0029585798816568","0.00548302482048251","0.992279","0.0982876129322992",NA,"0.109",NA,"0.106",NA,"0.05","0.012","0.24","0.49689226848537","0.758938743698511","0.863727727727728","0.555616666903006","0.524257976082691","0.181900857332404"
"35","fasttext","scenario2_1000_attribute_0.15.csv","scenario2","1000","attribute","0.15","0.999353274511485","0.000723675177062743","0.898684315460873",NA,"0.00680477988456624",NA,"0.968",NA,"0.607",NA,"0.367","0.316149947312533","0.346209551909127","0.259","0.438304815295373","0.176","0.381010720543621","0.00222222222222222","0.00378773597625094","0.994469","0.127399896402026",NA,"0.146",NA,"0.162",NA,"0.05","0.012","0.24","0.599739109349706","0.667789276236558","0.873001001001001","0.552143521379458","0.51241421663839","0.218047218978272"
"361","fasttext","scenario2_1000_attribute_0.2.csv","scenario2","1000","attribute","0.2","0.999340198761901","0.000786260102947237","0.948772633185139",NA,"0.0227037771720589",NA,"0.978",NA,"0.667",NA,"0.454","0.338266864130513","0.346457498756324","0.299","0.458048915301421","0.203","0.402433787041984","0.001953125","0.00245781432822247","0.995676","0.161074268895395",NA,"0.192",NA,"0.188",NA,"0.05","0.012","0.24","0.705636606460175","0.550153103832235","0.884550550550551","0.560924814062357","0.501691258478617","0.253101570260619"
"37","fasttext","scenario2_1000_early_0.05.csv","scenario2","1000","early","0.05","0.999375482281501","0.00074087995379659","0.793296559352849",NA,"7.51450097990805e-05",NA,"0.893",NA,"0.168",NA,"0.133","0.172987310495361","0.277696033714923","0.085","0.279021240863223","0.056","0.230036772966665","0.00526315789473684","0.0131009192506874","0.981382","0.0458025495068589",NA,"0.048",NA,"0.047",NA,"0.05","0.012","0.24","0.277839573958309","0.899415369444249","0.845937937937938","0.563213423519815","0.475355888870834","0.149299408537932"
"381","fasttext","scenario2_1000_early_0.1.csv","scenario2","1000","early","0.1","0.99865961432234","0.00131834800412722","0.889703832263024",NA,"0.00158329602087193",NA,"0.947",NA,"0.409",NA,"0.296","0.254434053396734","0.330070595594851","0.182","0.386037595351832","0.128","0.334256978577453","0.00303951367781155","0.0067373382423653","0.99115","0.0990975401114872",NA,"0.11",NA,"0.122",NA,"0.05","0.012","0.24","0.499915958164528","0.756528226809251","0.86391991991992","0.562693789223281","0.497751861962403","0.193815582018535"
"39","fasttext","scenario2_1000_early_0.15.csv","scenario2","1000","early","0.15","0.9992816441345","0.00100252170847244","0.921452920391987",NA,"0.0143205773194836",NA,"0.968",NA,"0.599",NA,"0.352","0.290298354867368","0.34703802177906","0.225","0.417791275099839","0.167","0.373162498451077","0.0023696682464455","0.0041061716349148","0.993888","0.125110850978816",NA,"0.143",NA,"0.144",NA,"0.05","0.012","0.24","0.592041938748365","0.675317725043648","0.873213213213213","0.573426761252163","0.515620373308487","0.2239576112223"
"401","fasttext","scenario2_1000_early_0.2.csv","scenario2","1000","early","0.2","0.99859120592674","0.00153109245576158","0.921129383300136",NA,"0.0291084641652066",NA,"0.974",NA,"0.686",NA,"0.483","0.365675952789577","0.360763276184562","0.316","0.465145526002734","0.185","0.388491860823269","0.00177304964539007","0.00229871782726718","0.996081","0.17218609224767",NA,"0.208",NA,"0.197",NA,"0.05","0.012","0.24","0.737642380185689","0.508637968884223","0.886864864864865","0.549277288606694","0.632559207026018","0.223328255393481"
"41","fasttext","scenario2_1000_insert_0.05.csv","scenario2","1000","insert","0.05","0.942800083717539","0.0648198759795252","0.00113658585914998",NA,"1.34729351977882e-11",NA,"0.291",NA,"0",NA,"0.042","0.0937908827239567","0.168998516456944","0.019","0.136593036636783","0","0","0.00571428571428571","0.00794511137401386","0.872873","0",NA,"0",NA,"0",NA,"0.05","0.013","0.26","0.273513827707064","0.901603439299311","0.839827827827828","0.550580603037213","0.446076855842383","0.140352040676833"
"421","fasttext","scenario2_1000_insert_0.1.csv","scenario2","1000","insert","0.1","0.931322664381302","0.100179575404701","0.0111545832862271",NA,"2.44174656855716e-08",NA,"0.544",NA,"0",NA,"0.091","0.129952298344286","0.199248846892017","0.048","0.213873190797121","0.001","0.0316227766016838","0.00366300366300366","0.00548895828037188","0.949381","0",NA,"0",NA,"0",NA,"0.05","0.013","0.26","0.462623491762443","0.785240182311153","0.843359359359359","0.525929070115898","0.53190857246799","0.174886883887555"
